,id,player_name,games,time,goals_5wks,xG_5wks,assists_5wks,xA_5wks,shots_5wks,key_passes_5wks,yellow_cards,red_cards,position,team_title,npg_5wks,npxG_5wks,xGChain,xGBuildup
86,6665,Curtis Jones,5,356,1,1.231004947796464,0,0.4535492956638336,9,3,1,0,MID,Liverpool,1,1.231004947796464,2.6384660229086876,1.4453073367476463
87,6756,Dwight McNeil,5,450,1,0.3446172047406435,0,0.5670822858810425,6,12,0,0,MID,Burnley,1,0.3446172047406435,1.3006308525800705,0.7064966261386871
88,6850,Willy Boly,5,450,1,0.8136075604707003,1,0.4690481424331665,8,1,0,0,DEF,Wolverhampton Wanderers,1,0.8136075604707003,0.9223418440669775,0.8168130274862051
89,6851,Conor Coady,5,450,1,1.4096453376114368,0,0.10697049647569656,5,1,0,0,DEF,Wolverhampton Wanderers,1,1.4096453376114368,0.9295642822980881,0.8225937858223915
90,6859,Kortney Hause,4,360,1,1.2494960576295853,0,0,3,0,1,0,DEF,Aston Villa,1,1.2494960576295853,1.2654046416282654,1.2654046416282654
91,6891,Ryan Fredericks,5,121,1,0.09088702499866486,0,0.17512039840221405,1,2,0,0,MID,West Ham,1,0.09088702499866486,0.32207201421260834,0.05606459453701973
92,6893,Stuart Armstrong,5,427,1,0.503955801948905,1,0.46794554591178894,12,7,2,0,MID,Southampton,1,0.503955801948905,2.2788367941975594,1.4670687764883041
93,7236,Leander Dendoncker,5,372,1,0.44363653007894754,0,0.02954661101102829,5,1,0,0,DEF,Wolverhampton Wanderers,1,0.44363653007894754,1.3831556588411331,1.005141630768776
94,7395,Carlos Vinicius,5,279,1,1.1349099352955818,0,0.08503475785255432,5,1,2,0,FWD,Tottenham,1,1.1349099352955818,1.283422127366066,0.08671846613287926
95,7490,Mason Greenwood,5,367,1,1.6156856939196587,0,0.5407925546169281,14,3,1,0,FWD,Manchester United,1,1.6156856939196587,2.482857868075371,0.5171268545091152
96,7711,David McGoldrick,5,295,1,1.081291638314724,0,0.18475891090929508,9,5,3,0,FWD,Sheffield United,1,1.081291638314724,1.1812411714345217,0.08111288398504257
97,7714,Ben Osborn,5,320,1,0.6466546058654785,0,0.7028419673442841,2,4,0,0,DEF,Sheffield United,1,0.6466546058654785,2.031884253025055,1.2906598076224327
98,7721,Conor Hourihane,4,236,1,0.5679545402526855,1,0.9191879034042358,5,5,0,0,MID,Aston Villa,1,0.5679545402526855,0.6681759208440781,0.19055770710110664
99,7753,James Justin,5,450,1,1.2570498511195183,0,0.01606161892414093,4,1,1,0,DEF,Leicester,1,1.2570498511195183,2.1183875128626823,1.8870844319462776
100,7991,Aaron Connolly,5,194,1,2.247384548187256,0,0,9,0,0,0,FWD,Brighton,1,2.247384548187256,2.2639789767563343,0.016594428569078445
101,8020,Steven Alzate,5,265,1,0.6119718290865421,0,0.08918548375368118,2,2,1,0,DEF,Brighton,1,0.6119718290865421,1.072856616228819,0.40349435433745384
102,8026,Raphinha,5,450,1,1.2333421260118484,1,1.543175257742405,11,11,0,0,MID,Leeds,1,1.2333421260118484,2.8995673656463623,0.46610452234745026
103,8226,Tariq Lamptey,5,433,1,0.5145564004778862,0,0.25573037564754486,3,4,0,1,DEF,Brighton,1,0.5145564004778862,1.719020001590252,1.0854873210191727
104,8239,Takumi Minamino,5,329,1,1.0069867223501205,0,0.468106672167778,7,2,0,0,FWD,Southampton,1,1.0069867223501205,2.344686433672905,0.9398557618260384
105,8288,Tomas Soucek,5,450,1,1.194786749780178,0,0.9670432433485985,8,4,1,0,MID,West Ham,1,1.194786749780178,2.5754812136292458,0.42945245280861855
106,8481,Jimmy Dunne,2,180,1,0.22237548604607582,0,0.10200031474232674,3,2,0,0,DEF,Burnley,1,0.22237548604607582,0.10443910025060177,0.043035658076405525
107,8720,Jack Harrison,5,312,1,1.175790574401617,1,1.2131706960499287,5,5,0,0,MID,Leeds,1,1.175790574401617,2.7801830917596817,0.39122185856103897
108,8778,Fabio Silva,5,112,1,0.9557663798332214,1,0.0638496782630682,3,2,0,0,FWD,Wolverhampton Wanderers,1,0.9557663798332214,1.019616074860096,0
109,9290,Mbaye Diagne,5,442,1,1.6016618981957436,0,0.09551565162837505,12,3,1,0,FWD,West Bromwich Albion,1,1.6016618981957436,2.3911988511681557,0.9107431434094906
110,65,Timo Werner,5,300,0,1.4171851985156536,1,1.0376287223771214,9,5,0,0,FWD,Chelsea,0,1.4171851985156536,2.772286355495453,0.8292228579521179
111,76,Fabian Schär,5,450,0,0.6593132521957159,0,0,9,0,2,0,DEF,Newcastle United,0,0.6593132521957159,0.6979994550347328,0.6396211832761765
112,111,Jannik Vestergaard,5,450,0,0.46718951873481274,0,0.025069432333111763,3,1,1,0,DEF,Southampton,0,0.46718951873481274,0.5283148214221001,0.5283148214221001
113,181,Bernd Leno,5,450,0,0,0,0,0,0,0,0,GK,Arsenal,0,0,0.8902204781770706,0.8902204781770706
114,200,Andreas Christensen,5,418,0,0.08413116820156574,0,0.18778853304684162,2,4,0,0,DEF,Chelsea,0,0.08413116820156574,2.627921313047409,2.525269240140915
115,204,Granit Xhaka,5,436,0,0.015314947813749313,0,0.221128698438406,1,5,2,0,MID,Arsenal,0,0.015314947813749313,1.3383394554257393,1.3071028366684914
116,229,Thiago Alcántara,5,331,0,0.12194471061229706,0,0.29481629095971584,1,5,1,0,MID,Liverpool,0,0.12194471061229706,1.3158727139234543,1.0046381205320358
117,239,Pascal Groß,5,450,0,1.232725404202938,2,1.3371033687144518,5,11,1,0,MID,Brighton,0,0.47155654430389404,1.790242314338684,1.0983863472938538
118,332,Joel Matip,5,340,0,0.09839723259210587,2,0.7639510035514832,2,2,1,0,DEF,Liverpool,0,0.09839723259210587,2.4265249371528625,2.4265249371528625
119,342,Sead Kolasinac,1,90,0,0,0,0,0,0,0,0,DEF,Arsenal,0,0,0.42935803532600403,0.42935803532600403
120,343,Pierre-Emile Højbjerg,5,450,0,0.09339010622352362,0,0.011810826137661934,2,1,0,0,MID,Tottenham,0,0.09339010622352362,1.9116938337683678,1.8309853076934814
121,453,Son Heung-Min,5,330,0,0.640869177877903,3,3.3057907223701477,6,10,0,0,MID,Tottenham,0,0.640869177877903,4.823159396648407,1.7650209367275238
122,461,Matt Ritchie,5,302,0,0.06987965106964111,0,0.10914580896496773,3,3,0,0,DEF,Newcastle United,0,0.06987965106964111,2.4799734801054,2.433581754565239
123,465,Joshua King,5,65,0,0,0,0,0,0,0,0,FWD,Everton,0,0,0.040601134300231934,0.040601134300231934
124,482,Roberto Firmino,5,431,0,1.0104878023266792,0,0.5458205137401819,10,4,0,0,FWD,Liverpool,0,1.0104878023266792,3.3925481475889683,2.017808325588703
125,484,Divock Origi,5,166,0,1.0811212956905365,0,0.1400348860770464,7,2,0,0,FWD,Liverpool,0,1.0811212956905365,1.4480495639145374,0.7334812004119158
126,485,Mamadou Sakho,4,274,0,0.0188349187374115,0,0,1,0,0,0,DEF,Crystal Palace,0,0.0188349187374115,0.5140529274940491,0.5140529274940491
127,489,James Milner,5,287,0,0.17970767244696617,0,0.1877518743276596,4,3,1,0,MID,Liverpool,0,0.17970767244696617,1.2568500190973282,1.0368463546037674
128,496,Mohamed Elneny,5,197,0,0.015241057612001896,0,0,1,0,0,0,MID,Arsenal,0,0.015241057612001896,0.26504556834697723,0.24980450421571732
129,500,Alex Iwobi,5,208,0,0.03036576509475708,0,0.10824479907751083,1,3,0,0,MID,Everton,0,0.03036576509475708,0.9221605397760868,0.8068554811179638
130,503,Theo Walcott,5,408,0,0.35202010348439217,1,0.5149797648191452,7,3,0,0,FWD,Southampton,0,0.35202010348439217,1.2409037612378597,0.45466745644807816
131,508,Calum Chambers,3,270,0,0.018959891051054,0,0.27628739923238754,1,5,0,0,DEF,Arsenal,0,0.018959891051054,1.0892020761966705,0.9496607631444931
132,510,Joel Ward,5,450,0,0,0,0.020749561488628387,0,1,0,0,DEF,Crystal Palace,0,0,0.5564845204353333,0.5357349514961243
133,512,Scott Dann,5,450,0,0.07845623046159744,0,0,1,0,0,0,DEF,Crystal Palace,0,0.07845623046159744,0.30692220386117697,0.30692220386117697
134,522,Wilfried Zaha,5,372,0,0.2346055880188942,0,0.24716828018426895,4,4,0,0,FWD,Crystal Palace,0,0.2346055880188942,1.235997512936592,0.754223644733429
135,527,Adrián,3,270,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,0.3974394351243973,0.3974394351243973
136,528,Angelo Ogbonna,5,450,0,0,0,0,0,0,1,0,DEF,West Ham,0,0,0.3760550878942013,0.3760550878942013
137,530,James Tomkins,5,385,0,0.061319392174482346,0,0,1,0,1,0,DEF,Crystal Palace,0,0.061319392174482346,0.2581058517098427,0.2581058517098427
138,532,Cheikhou Kouyaté,5,450,0,0,0,0.01993616484105587,0,1,1,0,DEF,Crystal Palace,0,0,0.08286434412002563,0.06292817741632462
139,533,Mark Noble,5,193,0,0,0,0,0,0,0,0,MID,West Ham,0,0,0.2567764148116112,0.2567764148116112
140,534,Aaron Cresswell,5,450,0,0.0681978166103363,1,1.335194904357195,1,6,1,0,DEF,West Ham,0,0.0681978166103363,0.8385485634207726,0.713370718061924
141,535,Manuel Lanzini,5,192,0,0.7743979506194592,0,0.38212611339986324,6,5,0,0,MID,West Ham,0,0.7743979506194592,1.1979235038161278,0.2827397361397743
142,537,Andy Carroll,5,84,0,0.13680431991815567,0,0,3,0,1,0,FWD,Newcastle United,0,0.13680431991815567,0.42110639810562134,0.38554565235972404
143,540,Darren Randolph,2,180,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0.17282110452651978,0.17282110452651978
144,545,Kieran Gibbs,5,450,0,0.06194194033741951,0,0.3875896893441677,1,3,0,0,DEF,West Bromwich Albion,0,0.06194194033741951,0.5681141167879105,0.506172176450491
145,546,David de Gea,5,450,0,0,0,0,0,0,0,0,GK,Manchester United,0,0,1.1551956683397293,1.1551956683397293
146,549,Timothy Fosu-Mensah,1,85,0,0.015449298545718193,0,0.30515241622924805,1,2,1,0,DEF,Manchester United,0,0.015449298545718193,0.4019051194190979,0.3608218729496002
147,554,Juan Mata,5,192,0,0.20561139285564423,1,0.529167927801609,2,2,0,0,MID,Manchester United,0,0.20561139285564423,1.6635059528052807,0.9498139582574368
148,573,Odion Ighalo,1,5,0,0,0,0,0,0,0,0,FWD,Manchester United,0,0,0.0,0
149,579,Nathan Aké,5,352,0,0.08450745046138763,0,0.017229333519935608,1,1,3,0,DEF,Manchester City,0,0.08450745046138763,2.192882224917412,2.175652891397476
150,585,Seamus Coleman,5,313,0,0.366566214710474,1,0.40834207832813263,3,6,0,0,DEF,Everton,0,0.366566214710474,1.2555212825536728,0.62835593521595
151,587,Phil Jagielka,5,287,0,0,0,0,0,0,0,1,DEF,Sheffield United,0,0,0.6763434410095215,0.6763434410095215
152,589,James McCarthy,5,153,0,0,0,0.07911469042301178,0,1,0,0,MID,Crystal Palace,0,0,0.047279153019189835,0.047279153019189835
153,592,Ross Barkley,5,112,0,0.09495174419134855,0,0.4813438542187214,2,4,0,0,FWD,Aston Villa,0,0.09495174419134855,0.5672864196822047,0.07529731094837189
154,603,Nathaniel Clyne,5,448,0,0.07260642945766449,0,0.05876154825091362,2,2,1,0,DEF,Crystal Palace,0,0.07260642945766449,0.21819796971976757,0.10272417962551117
155,605,Jordan Henderson,5,389,0,0.04415769875049591,0,0.44139207527041435,1,4,0,0,DEF,Liverpool,0,0.04415769875049591,1.6460059955716133,1.6018483005464077
156,614,Fernandinho,5,382,0,0.12375621404498816,0,0.6746872989460826,5,7,4,0,MID,Manchester City,0,0.12375621404498816,2.45145383477211,2.203769326210022
157,624,Willy Caballero,1,90,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,0.14356312155723572,0.14356312155723572
158,633,James McArthur,5,375,0,0.14128059800714254,1,0.18178166821599007,2,4,0,0,MID,Crystal Palace,0,0.14128059800714254,0.618076030164957,0.5026856064796448
159,635,Alex McCarthy,5,450,0,0,0,0,0,0,1,0,GK,Southampton,0,0,0.7499030232429504,0.7499030232429504
160,637,Hugo Lloris,5,450,0,0,0,0,0,0,0,0,GK,Tottenham,0,0,0.7417090032249689,0.7417090032249689
161,638,Kyle Walker,5,384,0,0.014604183845221996,0,0.027112888172268867,1,2,0,0,DEF,Manchester City,0,0.014604183845221996,3.2783171012997627,3.2365999594330788
162,639,Toby Alderweireld,5,450,0,0.12390520423650742,0,0,1,0,0,0,DEF,Tottenham,0,0.12390520423650742,2.649122290313244,2.649122290313244
163,643,Eric Dier,5,450,0,0.11020518839359283,0,0.16284889727830887,3,3,1,0,DEF,Tottenham,0,0.11020518839359283,0.810320295393467,0.7912940755486488
